"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.quick.fr/","text/html; charset=utf-8","200","OK","Indexable","","Quick - Le Goût de se Retrouver","31","281","Découvrez toute l'actualité Quick et les offres exclusives sur nos produits et services. Trouvez un restaurant proche et dégustez votre burger préféré.","151","910","quick","5","","0","En ce moment","12","Tik Tok @Quick_France","21","","","","","","","","","","132911","20118","20118","7,707","","100","28","3,571","57,698","Assez difficile","0,512","0","0","","890","222","0","100,000","37","18","0","15","8","0","","","","","93f90dec221f4260bf5e81e53932ca30","0,200","","","","","","1.1","","","","","","https://www.quick.fr/","2026-03-05 20:16:47"
"https://www.quick.fr/_next/static/chunks/294.33a85c5b6a8e38d5.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,147","Mon, 02 Mar 2026 10:47:44 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/chunks/294.33a85c5b6a8e38d5.js","2026-03-05 20:16:51"
"https://www.quick.fr/_next/static/chunks/6009-0c611f57d964799e.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,227","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/chunks/6009-0c611f57d964799e.js","2026-03-05 20:16:51"
"https://www.quick.fr/_next/static/css/b93379bf5de799a1.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,163","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/css/b93379bf5de799a1.css","2026-03-05 20:16:52"
"https://www.quick.fr/devenir-franchise","text/html; charset=utf-8","200","OK","Indexable","","Quick","5","50","Quick app","9","62","quick","5","","0","","0","","0","","","","","","","","","","26147","5859","5859","2,244","","20","10","2,000","65,215","Normal","0,589","1","0","","206","206","0","92,790","12","6","0","1","1","0","","","","","857017aad2950fa303047ff524612450","0,240","","","","","","1.1","","","","","","https://www.quick.fr/devenir-franchise","2026-03-05 20:16:52"
"https://www.quick.fr/_next/static/chunks/main-7cad20998512ba06.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,071","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/chunks/main-7cad20998512ba06.js","2026-03-05 20:16:52"
"https://www.quick.fr/_next/static/chunks/6022-194ec4c90500698a.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,181","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/chunks/6022-194ec4c90500698a.js","2026-03-05 20:16:52"
"https://www.quick.fr/carriere","text/html; charset=utf-8","200","OK","Indexable","","Quick","5","50","Quick app","9","62","quick","5","","0","","0","","0","","","","","","","","","","26120","5862","5862","2,246","","20","10","2,000","65,215","Normal","0,590","1","0","","206","206","0","92,790","12","6","0","1","1","0","","","","","1da265b883abf36ba0e1db9e8c4c28a6","0,242","","","","","","1.1","","","","","","https://www.quick.fr/carriere","2026-03-05 20:16:52"
"https://www.quick.fr/_next/static/chunks/webpack-4ce1d5e5480750d6.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,079","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/chunks/webpack-4ce1d5e5480750d6.js","2026-03-05 20:16:52"
"https://www.quick.fr/_next/static/css/c5896db6980eea85.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,171","Mon, 02 Mar 2026 10:47:45 GMT","","","","","1.1","","","","","","https://www.quick.fr/_next/static/css/c5896db6980eea85.css","2026-03-05 20:16:52"
